suite,environment,pair_key,grid_size,robot_count,algorithm,top_k_rate,top_k_max_cells,top_k_basis,comm_model,comm_level,paired_trials,max_steps_mean,max_steps_median,max_steps_mean_ci95_low,max_steps_mean_ci95_high,total_step_degradation_mean,total_step_degradation_median,total_step_degradation_mean_ci95_low,total_step_degradation_mean_ci95_high,total_step_degradation_pct_mean,total_step_degradation_pct_median,total_step_degradation_pct_mean_ci95_low,total_step_degradation_pct_mean_ci95_high
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,DGA,0.5,181,grid_cells,bernoulli,0.25,50,77.24,67.5,62.999,93.02,16.36,0.0,-19.6405,53.220499999999994,19.8488364069514,0.0,-0.4878424969076366,43.60834438013818
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,DGA,0.75,271,grid_cells,bernoulli,0.25,50,62.44,55.0,50.839000000000006,75.002,-28.26,0.0,-71.46249999999999,13.400999999999994,7.291138454059776,0.0,-11.645875660767288,31.00307668428681
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,DGA,1,361,grid_cells,bernoulli,0.25,50,69.76,62.5,58.278,81.2615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,DMCHBA,0.05,18,grid_cells,bernoulli,0.25,50,67.04,60.0,55.517500000000005,78.40050000000001,5.04,0.0,-27.2,38.324999999999974,10.252959025360797,0.0,-3.9288677707172583,28.65193209149801
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,DMCHBA,0.1,36,grid_cells,bernoulli,0.25,50,65.08,55.0,53.6185,76.32099999999998,-1.54,-0.5,-33.1,31.001499999999993,6.626641838955793,-0.30120481927710846,-5.401417791415196,20.80787921102589
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,DMCHBA,0.25,90,grid_cells,bernoulli,0.25,50,58.92,58.0,48.479499999999994,68.82149999999999,-26.34,-4.0,-51.948,-1.6975000000000136,-6.121836976829748,-2.4146189429480662,-13.543196886542594,2.1433159573536216
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,DMCHBA,0.5,181,grid_cells,bernoulli,0.25,50,64.6,59.0,53.756,74.92249999999999,-4.76,0.0,-30.2845,21.107999999999958,2.8382858650591527,0.0,-5.368074630219204,11.571371519627533
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,DMCHBA,0.75,271,grid_cells,bernoulli,0.25,50,61.14,57.0,50.84,71.28,-18.2,0.0,-40.4805,2.6,-3.597257914187022,0.0,-9.62350428245742,2.947404038858726
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,DMCHBA,1,361,grid_cells,bernoulli,0.25,50,65.68,62.0,54.619499999999995,76.96149999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,HIPC,0.05,18,grid_cells,bernoulli,0.25,50,68.72,59.5,57.0985,81.4015,-43.42,0.0,-81.96749999999999,-9.139000000000006,-4.875557499280975,0.0,-13.829622139363856,5.1500212469601525
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,HIPC,0.1,36,grid_cells,bernoulli,0.25,50,75.74,75.0,62.139,88.621,-16.78,0.0,-40.480999999999995,9.405999999999967,0.8631185492592013,0.0,-6.263036406822218,9.5537839804459
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,HIPC,0.25,90,grid_cells,bernoulli,0.25,50,74.48,72.5,60.5995,87.70249999999999,-27.4,0.0,-60.2615,2.162999999999984,-1.1411190978490289,0.0,-10.066377191137823,8.710749222393831
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,HIPC,0.5,181,grid_cells,bernoulli,0.25,50,75.96,68.5,62.9595,88.96,-13.7,0.0,-33.2615,2.1439999999999784,-1.0762243614226148,0.0,-6.03779886419285,4.327812192453293
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,HIPC,0.75,271,grid_cells,bernoulli,0.25,50,79.66,79.0,65.7795,93.66149999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,HIPC,1,361,grid_cells,bernoulli,0.25,50,79.66,79.0,65.63850000000001,93.96149999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,PI,0.05,18,grid_cells,bernoulli,0.25,50,73.2,65.0,59.8795,86.28099999999999,-8.94,0.0,-38.8855,18.223999999999975,1.5387438606720136,0.0,-6.363396973858612,9.878555323504566
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,PI,0.1,36,grid_cells,bernoulli,0.25,50,76.9,58.0,62.96,90.64249999999998,6.64,0.0,-18.362,30.26,5.182322825700125,0.0,-2.1954390573153426,12.762978953886677
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,PI,0.25,90,grid_cells,bernoulli,0.25,50,68.54,64.0,56.7395,80.5205,-26.4,0.0,-52.324,-3.058000000000011,-3.3332910306611723,0.0,-9.995732516499757,3.8073377193191407
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,PI,0.5,181,grid_cells,bernoulli,0.25,50,78.38,85.0,65.0,92.5605,12.6,0.0,-2.7025,29.380999999999993,5.433553776838515,0.0,-0.21689286450249776,12.805504331539087
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,PI,0.75,271,grid_cells,bernoulli,0.25,50,75.16,69.0,62.039,89.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_bernoulli_drop025,clue_g19,19,4,PI,1,361,grid_cells,bernoulli,0.25,50,75.16,69.0,61.656499999999994,88.7615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,ACBBA,0.05,18,grid_cells,gilbert_elliot,0.75,50,69.8,65.0,57.439499999999995,82.1005,3.22,0.0,-28.12,32.68149999999999,11.665412710268022,0.0,-0.1465584851177833,24.9504820055812
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,ACBBA,0.1,36,grid_cells,gilbert_elliot,0.75,50,65.78,61.0,53.859,77.482,-12.34,0.0,-46.920500000000004,22.127999999999957,6.43737044254963,0.0,-5.855350380729036,19.770669445267835
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,ACBBA,0.25,90,grid_cells,gilbert_elliot,0.75,50,71.24,70.5,58.638,84.30149999999999,6.38,0.0,-15.7805,31.680999999999994,7.793485188937662,0.0,-0.980359695292347,17.916398884407585
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,ACBBA,0.5,181,grid_cells,gilbert_elliot,0.75,50,73.8,72.5,61.0195,86.9605,16.9,4.5,-8.703999999999999,40.88649999999997,13.462077130365333,2.623732856290996,4.033427815377056,24.36227919151634
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,ACBBA,0.75,271,grid_cells,gilbert_elliot,0.75,50,69.88,56.5,57.116,82.82249999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,ACBBA,1,361,grid_cells,gilbert_elliot,0.75,50,69.88,56.5,56.7385,83.42099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,CBAA,0.05,18,grid_cells,gilbert_elliot,0.75,50,68.38,58.5,54.7795,83.48499999999997,-18.54,-0.5,-49.2215,8.602999999999984,0.31859035841204447,-0.28846153846153844,-8.30005014324486,9.059651240804126
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,CBAA,0.1,36,grid_cells,gilbert_elliot,0.75,50,71.68,67.5,59.799499999999995,84.4805,4.24,0.0,-19.302500000000002,31.122499999999988,7.611334967832987,0.0,-2.53549399026594,20.78391948601156
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,CBAA,0.25,90,grid_cells,gilbert_elliot,0.75,50,68.26,60.0,56.08,80.3415,-7.28,0.0,-39.243,23.68,3.2003898491567537,0.0,-6.87035460861148,14.460914031840419
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,CBAA,0.5,181,grid_cells,gilbert_elliot,0.75,50,79.56,68.5,64.6395,95.46349999999997,14.9,0.0,-9.5845,38.80599999999996,10.083764440130436,0.0,0.7096969659313105,20.78458230825347
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,CBAA,0.75,271,grid_cells,gilbert_elliot,0.75,50,80.4,75.5,65.7985,95.341,29.78,0.0,3.9795,57.263999999999974,14.835978493351753,0.0,4.900952894235457,26.533913426895968
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,CBAA,1,361,grid_cells,gilbert_elliot,0.75,50,68.66,63.0,56.619,81.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,DGA,0.05,18,grid_cells,gilbert_elliot,0.75,50,73.02,62.0,60.26,86.4405,40.54,21.0,-6.163,86.72099999999999,35.33370934891603,8.52544261483224,12.554720093911106,60.64902263023999
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,DGA,0.1,36,grid_cells,gilbert_elliot,0.75,50,76.46,68.5,63.157999999999994,90.86149999999999,51.76,2.5,-1.5054999999999996,101.90399999999998,48.145566140840714,4.04965404965405,18.929210998258736,80.45788979964588
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,DGA,0.25,90,grid_cells,gilbert_elliot,0.75,50,70.66,58.0,56.78,83.78399999999998,20.6,0.5,-31.1065,69.63149999999995,29.711745233530614,1.6233766233766234,4.339577661345961,60.15653270442122
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,DGA,0.5,181,grid_cells,gilbert_elliot,0.75,50,74.1,70.0,60.4985,87.6605,43.38,3.0,-7.2815,94.56749999999997,41.75854833121453,3.4752284752284752,14.509521588676634,75.43431711203081
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,DGA,0.75,271,grid_cells,gilbert_elliot,0.75,50,63.82,55.5,51.2785,77.16099999999999,5.22,0.0,-38.128499999999995,50.22149999999999,13.287075551990036,0.0,-4.969981392109303,36.5815023657846
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,DGA,1,361,grid_cells,gilbert_elliot,0.75,50,63.46,57.5,51.52,75.2805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,DMCHBA,0.05,18,grid_cells,gilbert_elliot,0.75,50,69.1,60.0,56.879000000000005,81.4205,40.7,0.0,6.0595,76.842,26.858197502158628,0.0,7.134421263997297,47.93559715126535
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,DMCHBA,0.1,36,grid_cells,gilbert_elliot,0.75,50,58.56,49.5,47.6795,69.30149999999999,-0.98,0.0,-33.8285,30.6405,6.730264707310433,0.0,-6.121680678553607,19.547597522788134
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,DMCHBA,0.25,90,grid_cells,gilbert_elliot,0.75,50,60.0,54.5,49.299,70.9805,4.48,0.0,-22.6265,33.0605,10.699598099410421,0.0,-5.237321855932605,28.31216293052251
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,DMCHBA,0.5,181,grid_cells,gilbert_elliot,0.75,50,61.06,58.0,50.4595,72.3005,9.52,0.0,-16.002,37.10299999999999,8.474440337598436,0.0,-4.514058042879001,23.050948120791787
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,DMCHBA,0.75,271,grid_cells,gilbert_elliot,0.75,50,58.38,54.5,49.1385,67.5805,-1.3,0.0,-22.8605,19.020999999999994,4.399532466378385,0.0,-3.822078596242599,13.198073500988029
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,DMCHBA,1,361,grid_cells,gilbert_elliot,0.75,50,59.04,57.0,49.6185,67.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,HIPC,0.05,18,grid_cells,gilbert_elliot,0.75,50,65.84,60.5,54.839000000000006,77.18050000000001,-25.3,-1.0,-58.188,7.86,-0.291099776789793,-0.5041771094402674,-12.010504904238465,13.791691655669531
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,HIPC,0.1,36,grid_cells,gilbert_elliot,0.75,50,71.96,61.0,58.5995,86.142,-8.24,-1.5,-39.082,28.1205,3.323769440709674,-1.3464354178931002,-8.819637515946594,20.06730356241597
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,HIPC,0.25,90,grid_cells,gilbert_elliot,0.75,50,75.82,71.0,62.637,89.44,4.36,0.0,-25.863,31.6005,5.4359245193213885,0.0,-3.712475258779392,15.509910926888935
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,HIPC,0.5,181,grid_cells,gilbert_elliot,0.75,50,72.26,77.0,60.1795,83.84,-1.24,0.0,-30.383,25.24,5.661400988936484,0.0,-2.8182719800281233,13.910967298085337
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,HIPC,0.75,271,grid_cells,gilbert_elliot,0.75,50,72.54,71.5,59.8365,84.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,HIPC,1,361,grid_cells,gilbert_elliot,0.75,50,72.54,71.5,60.617999999999995,84.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,PI,0.05,18,grid_cells,gilbert_elliot,0.75,50,74.58,67.0,60.8185,88.82099999999998,21.64,0.0,-8.963000000000001,54.76349999999998,11.24898514349433,0.0,-1.0059050337676991,25.84109891543778
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,PI,0.1,36,grid_cells,gilbert_elliot,0.75,50,70.08,66.5,57.198,82.8805,3.76,0.0,-26.641000000000002,36.42399999999998,6.75766116196244,0.0,-4.881846993719944,21.094990206348427
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,PI,0.25,90,grid_cells,gilbert_elliot,0.75,50,71.34,64.5,58.6385,83.72099999999999,8.84,0.0,-10.280999999999999,30.9805,6.212631231228654,0.0,-2.645600978166958,16.686847284778196
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,PI,0.5,181,grid_cells,gilbert_elliot,0.75,50,72.86,62.5,59.5195,86.96099999999998,15.0,0.0,-7.8,39.22,4.757082403951039,0.0,-2.259041771178449,12.315193848265606
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,PI,0.75,271,grid_cells,gilbert_elliot,0.75,50,69.04,63.5,57.518,81.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_ge_drop025,clue_g19,19,4,PI,1,361,grid_cells,gilbert_elliot,0.75,50,69.04,63.5,57.396,81.46149999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,ACBBA,0.05,18,grid_cells,rayleigh_style,-50.63,50,57.02,52.0,47.558,66.72099999999999,3.32,0.0,-17.941000000000003,24.362499999999986,4.997429271381018,0.0,-4.264595153969668,16.322761457327708
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,ACBBA,0.1,36,grid_cells,rayleigh_style,-50.63,50,54.46,52.0,45.7785,63.500499999999995,-7.18,0.0,-25.521,11.600999999999994,-1.52066138997785,0.0,-8.745490634806824,5.924728546417519
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,ACBBA,0.25,90,grid_cells,rayleigh_style,-50.63,50,57.32,53.0,47.916000000000004,66.66,4.72,0.0,-13.860999999999999,23.480999999999995,4.740017636793393,0.0,-4.294451261626735,16.088085069611765
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,ACBBA,0.5,181,grid_cells,rayleigh_style,-50.63,50,58.92,63.5,49.439499999999995,67.6,9.9,0.0,0.6170000000000002,21.462499999999988,4.3916298803799645,0.0,0.9348638023377218,8.755843839356418
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,ACBBA,0.75,271,grid_cells,rayleigh_style,-50.63,50,56.16,57.5,47.62,64.7815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,ACBBA,1,361,grid_cells,rayleigh_style,-50.63,50,56.16,57.5,47.278,64.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,CBAA,0.05,18,grid_cells,rayleigh_style,-50.63,50,53.2,47.5,43.96,62.94049999999999,-24.72,0.0,-50.641,1.2124999999999317,-6.756659628467733,0.0,-15.375405428176625,1.0899827006673313
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,CBAA,0.1,36,grid_cells,rayleigh_style,-50.63,50,57.64,54.0,48.599000000000004,68.10099999999998,-7.08,0.0,-31.7455,17.784499999999976,-1.075635778924995,0.0,-9.0460673216402,7.058211570077169
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,CBAA,0.25,90,grid_cells,rayleigh_style,-50.63,50,59.68,59.0,50.4965,69.74449999999997,0.96,0.0,-13.363499999999998,13.903499999999982,0.4581535772400426,0.0,-4.685310204766077,4.907481213289708
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,CBAA,0.5,181,grid_cells,rayleigh_style,-50.63,50,56.94,57.5,48.4985,65.762,-9.72,0.0,-22.243,1.22,-2.73750731901197,0.0,-6.3344702096462955,0.4113018109486733
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,CBAA,0.75,271,grid_cells,rayleigh_style,-50.63,50,59.32,60.0,50.14,68.1215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,CBAA,1,361,grid_cells,rayleigh_style,-50.63,50,59.32,60.0,50.24,68.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,DGA,0.05,18,grid_cells,rayleigh_style,-50.63,50,55.04,47.5,45.399499999999996,64.622,-15.56,-8.5,-44.863,16.98899999999995,19.00859274901451,-2.8004746110077394,-6.85713429072941,53.48424955207354
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,DGA,0.1,36,grid_cells,rayleigh_style,-50.63,50,60.1,55.0,49.4995,71.56299999999999,2.86,0.0,-28.880499999999998,36.13499999999991,21.773708502057417,0.0,1.3813389770289817,46.62878240234573
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,DGA,0.25,90,grid_cells,rayleigh_style,-50.63,50,56.88,46.0,46.759499999999996,67.3,-8.1,-5.5,-31.303,16.72299999999998,9.361010649980267,-2.8351540386909635,-5.21611238165926,28.20386521722625
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,DGA,0.5,181,grid_cells,rayleigh_style,-50.63,50,56.8,46.0,46.217,68.10149999999999,-8.12,0.0,-38.746,20.36899999999995,7.92049441670218,0.0,-6.462818321590306,23.986717159266856
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,DGA,0.75,271,grid_cells,rayleigh_style,-50.63,50,59.42,58.0,50.04,69.18050000000001,1.94,0.0,-28.063,30.450499999999945,21.45243191300701,0.0,0.4062799521188731,46.13164905053003
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,DGA,1,361,grid_cells,rayleigh_style,-50.63,50,58.88,55.5,48.257,70.08099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,DMCHBA,0.05,18,grid_cells,rayleigh_style,-50.63,50,51.3,45.0,42.4995,60.82,-15.56,-2.5,-39.200500000000005,6.111999999999934,-4.171417974685915,-2.450980392156863,-11.811508677789009,4.088841363312378
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,DMCHBA,0.1,36,grid_cells,rayleigh_style,-50.63,50,53.56,49.0,44.26,63.00149999999999,-6.74,0.0,-32.344,18.38349999999998,3.2403297218717584,0.0,-7.420846841654379,14.380545476176232
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,DMCHBA,0.25,90,grid_cells,rayleigh_style,-50.63,50,49.74,50.0,42.479,57.50249999999998,-21.5,0.0,-44.486999999999995,0.9809999999999945,-3.3209592650091677,0.0,-12.489933946854523,5.9034742302244405
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,DMCHBA,0.5,181,grid_cells,rayleigh_style,-50.63,50,57.42,55.5,48.22,66.542,8.32,0.0,-9.461500000000001,24.460999999999995,5.80797402212824,0.0,-1.8801652467511534,14.457236316663684
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,DMCHBA,0.75,271,grid_cells,rayleigh_style,-50.63,50,55.52,57.0,47.1395,63.9205,1.2,0.0,-12.4205,14.880499999999998,3.4855709236128583,0.0,-2.469272763058602,10.148168042027276
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,DMCHBA,1,361,grid_cells,rayleigh_style,-50.63,50,55.12,53.0,46.559000000000005,63.561499999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,HIPC,0.05,18,grid_cells,rayleigh_style,-50.63,50,53.54,49.0,44.8365,62.9,-23.04,0.0,-46.925000000000004,-0.11600000000002182,-4.305329528451507,0.0,-12.018642784100367,3.371369878432462
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,HIPC,0.1,36,grid_cells,rayleigh_style,-50.63,50,57.4,55.5,47.937,66.82249999999998,-7.8,0.0,-31.0855,12.745999999999967,1.6665538061820586,0.0,-6.673521879824503,10.333927058334943
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,HIPC,0.25,90,grid_cells,rayleigh_style,-50.63,50,80.44,57.0,50.437999999999995,131.76849999999993,84.1,0.0,-16.6435,270.563,21.057655417531052,0.0,-4.2183751849439535,64.22701930449202
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,HIPC,0.5,181,grid_cells,rayleigh_style,-50.63,50,58.96,59.0,49.5995,68.36,-1.2,0.0,-12.0,6.200999999999994,-0.04141017756358778,0.0,-3.1453131287175062,2.234557389660638
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,HIPC,0.75,271,grid_cells,rayleigh_style,-50.63,50,59.24,58.5,50.3385,68.32149999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,HIPC,1,361,grid_cells,rayleigh_style,-50.63,50,59.24,58.5,50.6585,68.10249999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,PI,0.05,18,grid_cells,rayleigh_style,-50.63,50,55.02,53.0,45.839000000000006,64.5605,-23.56,0.0,-46.662,0.5044999999999754,-4.002971758335523,0.0,-13.116883060357472,6.615842517869103
communication,comm_g19_r4_rayleigh_drop025,clue_g19,19,4,PI,0.1,36,grid_cells,rayleigh_style,-50.63,50,55.84,51.0,45.836000000000006,66.56099999999999,-20.1,-1.0,-43.0285,2.481999999999989,-4.531871565240529,-0.6103801169590644,-12.861254508747765,5.4197540491988345
