trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,273,82,191,224,53,6,5,4,760,2277,0,295,465,572,188,595,188,0.0,3.392857142857143,3.115183246073298,0.6886446886446886,0.9842931937172775,0.8392857142857143,clue:4;collision_intent:294;pi_clear_path:18;pi_entry:170;state:273;target:1,71,202,0.033482142857142794,completed,,,,236,343.896626,2.942006,149.61902700000002,1.965849,155,194.277599,1.561256
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,149,137,12,151,2,1,0,0,335,1002,0,154,181,307,28,61,28,0.0,2.218543046357616,5.083333333333333,0.18791946308724833,2.3333333333333335,0.18543046357615894,clue:4;collision_intent:153;pi_clear_path:4;pi_entry:24;state:149;target:1,38,88,0.011589403973509826,completed,,,,148,31.174727000000004,2.381707,15.258789,1.119256,13,15.915938,1.266898
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,67,7,60,61,10,7,2,2,229,685,0,75,154,150,79,214,79,0.0,3.7540983606557377,3.566666666666667,1.1791044776119404,1.3166666666666667,1.2950819672131149,clue:8;collision_intent:74;pi_clear_path:7;pi_entry:72;state:67;target:1,20,65,0.10245901639344268,completed,,,,75,166.45148999999998,4.62857,49.922594000000004,1.169301,68,116.528896,3.95189
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,156,94,62,152,8,3,0,0,403,1206,0,162,241,330,73,215,73,0.0,2.651315789473684,3.467741935483871,0.46794871794871795,1.1774193548387097,0.48026315789473684,clue:12;collision_intent:161;pi_clear_path:5;pi_entry:68;state:156;target:1,43,111,0.049342105263157965,completed,,,,175,171.416774,3.84047,57.806519,1.170774,83,113.610255,3.053075
15,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,36,29,7,40,0,1,0,0,94,280,0,38,56,78,16,36,16,0.0,2.35,5.142857142857143,0.4444444444444444,2.2857142857142856,0.4,clue:4;collision_intent:37;pi_clear_path:1;pi_entry:15;state:36;target:1,10,25,0.03750000000000009,completed,,,,36,23.479890000000005,3.070034,8.41243,1.101336,9,15.06746,2.040791
16,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,356,41,315,270,90,14,1,1,1108,3322,0,396,712,764,344,1026,344,0.0,4.103703703703704,3.257142857142857,0.9662921348314607,1.092063492063492,1.2740740740740741,clue:12;collision_intent:395;pi_clear_path:39;pi_entry:305;state:356;target:1,91,291,0.07407407407407418,completed,,,,325,623.8012970000001,3.264555,295.050875,1.773664,286,328.75042200000007,1.6777
17,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,77,11,66,67,14,6,0,0,260,778,0,87,173,172,88,238,88,0.0,3.8805970149253732,3.606060606060606,1.1428571428571428,1.3333333333333333,1.3134328358208955,clue:8;collision_intent:86;pi_clear_path:10;pi_entry:78;state:77;target:1,22,74,0.11567164179104483,completed,,,,84,179.91490900000002,2.893816,57.070426,1.232147,75,122.844483,1.820543
18,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,191,49,142,170,25,13,2,2,574,1720,0,211,363,410,164,476,164,0.0,3.376470588235294,3.352112676056338,0.8586387434554974,1.1549295774647887,0.9647058823529412,clue:8;collision_intent:210;pi_clear_path:20;pi_entry:144;state:191;target:1,51,151,0.032352941176470695,completed,,,,187,361.87976299999997,26.463081,143.487066,25.002078,140,218.392697,17.496427
19,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,113,22,91,108,9,5,0,0,357,1068,0,125,232,254,103,313,103,0.0,3.3055555555555554,3.4395604395604398,0.911504424778761,1.1318681318681318,0.9537037037037037,clue:16;collision_intent:124;pi_clear_path:11;pi_entry:92;state:113;target:1,31,97,0.02777777777777768,completed,,,,126,272.46572499999996,18.820732,98.99256600000001,16.829411,106,173.473159,17.565705
20,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,40,40,0,44,0,0,0,0,81,239,0,41,40,81,0,0,0,0.0,1.8409090909090908,0.0,0.0,0.0,0.0,collision_intent:40;state:40;target:1,10,21,0.0,completed,,,,38,1.425543,0.100092,1.425543,0.100092,0,0.0,0.0
21,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,66,4,62,55,15,3,1,1,236,706,0,76,160,150,86,228,86,0.0,4.290909090909091,3.6774193548387095,1.303030303030303,1.3870967741935485,1.5636363636363637,clue:8;collision_intent:75;pi_clear_path:10;pi_entry:76;state:66;target:1,17,63,0.08636363636363642,completed,,,,60,137.63496,2.963158,44.528384,1.179606,56,93.106576,1.983769
22,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,219,5,214,176,47,13,3,3,649,1944,0,233,416,460,189,638,189,0.0,3.6875,2.9813084112149535,0.863013698630137,0.883177570093458,1.0738636363636365,clue:8;collision_intent:232;pi_clear_path:11;pi_entry:178;state:219;target:1,56,169,0.07386363636363646,completed,,,,121,341.994755,18.958135,130.89705399999997,17.405135,115,211.09770099999997,17.551817
23,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,52,20,32,54,2,1,0,0,170,506,0,55,115,111,59,130,59,0.0,3.1481481481481484,4.0625,1.1346153846153846,1.84375,1.0925925925925926,clue:4;collision_intent:54;pi_clear_path:2;pi_entry:57;state:52;target:1,14,44,0.04629629629629628,completed,,,,35,67.315088,23.024549,37.73906100000001,21.2921,17,29.576027000000003,2.030615
24,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,134,31,103,118,20,1,0,0,401,1201,0,145,256,287,114,338,114,0.0,3.3983050847457625,3.2815533980582523,0.8507462686567164,1.1067961165048543,0.9661016949152542,clue:8;collision_intent:144;pi_clear_path:10;pi_entry:104;state:134;target:1,34,107,0.03389830508474567,completed,,,,89,148.956594,3.255499,55.087869,1.546984,59,93.868725,2.123988
25,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,55,55,0,59,0,0,0,0,111,330,0,56,55,111,0,0,0,0.0,1.88135593220339,0.0,0.0,0.0,0.0,collision_intent:55;state:55;target:1,14,29,0.012711864406779627,completed,,,,53,1.7595869999999998,0.111996,1.7595869999999998,0.111996,0,0.0,0.0
26,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,57,57,0,61,0,0,0,0,115,343,0,58,57,115,0,0,0,0.0,1.8852459016393444,0.0,0.0,0.0,0.0,collision_intent:57;state:57;target:1,15,31,0.012295081967213184,completed,,,,55,1.782432,0.0935,1.782432,0.0935,0,0.0,0.0
27,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,96,96,0,100,0,0,0,0,193,577,0,97,96,193,0,0,0,0.0,1.93,0.0,0.0,0.0,0.0,collision_intent:96;state:96;target:1,24,49,0.0,completed,,,,94,2.950226,0.093564,2.950226,0.093564,0,0.0,0.0
28,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,16,16,0,20,0,0,0,0,33,95,0,17,16,33,0,0,0,0.0,1.65,0.0,0.0,0.0,0.0,collision_intent:16;state:16;target:1,4,9,0.0,completed,,,,14,0.7058620000000001,0.189338,0.7058620000000001,0.189338,0,0.0,0.0
29,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,161,62,99,137,28,2,3,3,430,1285,0,174,256,343,87,305,87,0.0,3.1386861313868613,3.080808080808081,0.5403726708074534,0.8787878787878788,0.635036496350365,clue:8;collision_intent:173;pi_clear_path:12;pi_entry:75;state:161;target:1,49,126,0.08576642335766427,completed,,,,207,315.19763299999994,2.788188,104.19314100000001,1.218101,146,211.004492,1.830974
30,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,371,252,119,326,49,9,0,0,926,2775,0,385,541,768,158,422,158,0.0,2.8404907975460123,3.546218487394958,0.42587601078167114,1.3277310924369747,0.48466257668711654,clue:12;collision_intent:384;pi_clear_path:13;pi_entry:145;state:371;target:1,94,234,0.03527607361963181,completed,,,,337,162.293023,2.240208,92.03490300000001,1.645798,98,70.25812,1.18287
31,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,376,28,348,300,80,17,2,2,1191,3569,0,418,773,810,381,1135,381,0.0,3.97,3.2614942528735633,1.0132978723404256,1.0948275862068966,1.27,clue:16;collision_intent:417;pi_clear_path:38;pi_entry:343;state:376;target:1,96,309,0.03499999999999992,completed,,,,387,823.306655,9.398062,384.10886300000004,8.640681,361,439.1977920000001,2.112084
32,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,277,133,144,233,48,8,1,1,776,2326,0,304,472,589,187,510,187,0.0,3.3304721030042916,3.5416666666666665,0.6750902527075813,1.2986111111111112,0.8025751072961373,clue:8;collision_intent:303;pi_clear_path:28;pi_entry:159;state:277;target:1,71,205,0.04613733905579398,completed,,,,329,369.81162400000005,2.437513,165.62704,1.378126,198,204.18458399999997,1.292914
33,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,52,0,52,45,11,2,0,0,211,630,0,66,145,126,85,211,85,0.0,4.688888888888889,4.0576923076923075,1.6346153846153846,1.6346153846153846,1.8888888888888888,clue:8;collision_intent:65;pi_clear_path:17;pi_entry:68;state:52;target:1,14,57,0.07222222222222219,completed,,,,82,193.09274799999997,2.907767,57.873703000000006,1.134902,82,135.219045,1.804511
34,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,113,97,16,115,2,2,0,0,267,797,0,117,150,238,29,73,29,0.0,2.3217391304347825,4.5625,0.25663716814159293,1.8125,0.25217391304347825,clue:8;collision_intent:116;pi_clear_path:3;pi_entry:26;state:113;target:1,29,72,0.006521739130434856,completed,,,,112,37.627832,2.598851,15.567502999999999,1.136439,16,22.060329,1.462412
35,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,154,39,115,139,19,8,1,1,456,1365,0,163,293,325,131,377,131,0.0,3.2805755395683454,3.2782608695652176,0.8506493506493507,1.1391304347826088,0.9424460431654677,clue:8;collision_intent:162;pi_clear_path:8;pi_entry:123;state:154;target:1,40,125,0.023381294964028854,completed,,,,102,156.334772,2.794555,60.052465,1.366863,64,96.282307,1.810207
36,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,6,6,0,10,0,0,0,0,13,35,0,7,6,13,0,0,0,0.0,1.3,0.0,0.0,0.0,0.0,collision_intent:6;state:6;target:1,2,5,0.10000000000000009,completed,,,,6,0.33774800000000005,0.1047,0.33774800000000005,0.1047,0,0.0,0.0
37,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,300,78,222,237,67,18,3,3,890,2668,0,329,561,645,245,733,245,0.0,3.7552742616033754,3.3018018018018016,0.8166666666666667,1.1036036036036037,1.0337552742616034,clue:16;collision_intent:328;pi_clear_path:31;pi_entry:214;state:300;target:1,80,231,0.11497890295358659,completed,,,,300,502.452942,18.421194,223.42994599999997,17.334065,223,279.0229959999999,1.751745
38,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.01,4,,,bayesian_pi_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,262,6,256,202,64,12,4,4,848,2541,0,303,545,577,271,836,271,0.0,4.198019801980198,3.265625,1.034351145038168,1.05859375,1.3415841584158417,clue:12;collision_intent:302;pi_clear_path:40;pi_entry:231;state:262;target:1,73,228,0.13118811881188108,completed,,,,308,761.999489,18.588357,299.628916,16.968127,302,462.3705729999999,17.598313
