suite,environment,pair_key,grid_size,robot_count,algorithm,top_k_rate,top_k_max_cells,top_k_basis,comm_model,comm_level,trial_id,max_steps_any_robot,total_step_degradation,total_step_degradation_pct
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,18,205.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,19,25.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,20,101.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,21,3.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,22,110.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,23,130.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,24,103.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,25,20.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,26,65.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,27,55.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,28,90.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,29,125.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,30,103.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,31,101.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,32,180.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,33,52.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,34,185.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,35,76.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,36,93.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,37,142.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,38,6.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,39,25.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,40,24.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,41,139.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,42,149.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,43,158.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,44,141.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,45,22.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,46,57.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,47,128.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,48,147.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,1,361,grid_cells,ideal,,49,80.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,0,142.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,1,54.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,2,85.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,3,30.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,4,67.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,5,63.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,6,11.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,7,106.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,8,12.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,9,65.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,10,88.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,11,67.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,12,29.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,13,126.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,14,118.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,15,61.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,16,37.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,17,95.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,18,205.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,19,25.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,20,101.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,21,3.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,22,110.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,23,130.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,24,103.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,25,20.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,26,65.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,27,55.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,28,90.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,29,125.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,30,103.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,31,101.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,32,180.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,33,52.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,34,185.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,35,76.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,36,93.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,37,142.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,38,6.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,39,25.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,40,24.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,41,139.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,42,149.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,43,158.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,44,141.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,45,22.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,46,57.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,47,128.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,48,147.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.75,271,grid_cells,ideal,,49,80.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,0,144.0,6.0,2.127659574468085
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,1,54.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,2,85.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,3,30.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,4,67.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,5,63.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,6,11.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,7,106.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,8,12.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,9,65.0,1.0,0.7874015748031497
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,10,88.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,11,67.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,12,29.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,13,131.0,11.0,4.382470119521912
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,14,118.0,1.0,0.43103448275862066
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,15,61.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,16,37.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,17,95.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,18,205.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,19,25.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,20,101.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,21,3.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,22,110.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,23,130.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,24,103.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,25,20.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,26,65.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,27,55.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,28,90.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,29,112.0,-25.0,-10.080645161290322
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,30,95.0,-16.0,-7.804878048780488
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,31,101.0,2.0,1.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,32,180.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,33,52.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,34,185.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,35,76.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,36,93.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,37,142.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,38,6.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,39,25.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,40,24.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,41,139.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,42,118.0,-61.0,-20.677966101694917
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,43,155.0,-3.0,-0.967741935483871
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,44,141.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,45,22.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,46,58.0,1.0,0.8771929824561403
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,47,130.0,5.0,1.9841269841269842
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,48,147.0,-2.0,-0.6920415224913494
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.5,181,grid_cells,ideal,,49,80.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,0,108.0,-66.0,-23.404255319148938
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,1,54.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,2,85.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,3,30.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,4,63.0,-8.0,-6.015037593984962
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,5,63.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,6,11.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,7,86.0,-39.0,-18.48341232227488
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,8,12.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,9,53.0,-22.0,-17.322834645669293
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,10,88.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,11,67.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,12,29.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,13,111.0,-31.0,-12.350597609561753
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,14,110.0,-15.0,-6.4655172413793105
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,15,62.0,1.0,0.8264462809917356
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,16,37.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,17,100.0,9.0,4.7368421052631575
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,18,89.0,-232.0,-56.72371638141809
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,19,25.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,20,95.0,-11.0,-5.527638190954774
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,21,3.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,22,110.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,23,200.0,141.0,54.651162790697676
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,24,103.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,25,20.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,26,65.0,-1.0,-0.7692307692307693
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,27,55.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,28,80.0,-21.0,-11.731843575418994
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,29,85.0,-80.0,-32.25806451612903
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,30,102.0,-3.0,-1.4634146341463414
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,31,81.0,-40.0,-20.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,32,180.0,1.0,0.2801120448179272
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,33,55.0,4.0,3.883495145631068
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,34,185.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,35,54.0,-44.0,-29.333333333333332
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,36,93.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,37,154.0,26.0,9.21985815602837
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,38,6.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,39,25.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,40,24.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,41,133.0,-12.0,-4.363636363636363
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,42,163.0,28.0,9.491525423728813
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,43,163.0,13.0,4.193548387096774
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,44,141.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,45,22.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,46,57.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,47,131.0,9.0,3.5714285714285716
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,48,163.0,32.0,11.07266435986159
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.25,90,grid_cells,ideal,,49,86.0,11.0,6.875
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,0,114.0,-55.0,-19.50354609929078
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,1,54.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,2,107.0,43.0,25.294117647058822
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,3,30.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,4,53.0,-28.0,-21.05263157894737
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,5,63.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,6,11.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,7,102.0,-8.0,-3.7914691943127963
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,8,12.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,9,45.0,-39.0,-30.708661417322833
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,10,72.0,-32.0,-18.39080459770115
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,11,67.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,12,29.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,13,195.0,137.0,54.581673306772906
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,14,112.0,-11.0,-4.741379310344827
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,15,61.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,16,37.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,17,120.0,47.0,24.736842105263158
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,18,79.0,-254.0,-62.10268948655257
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,19,25.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,20,162.0,124.0,62.311557788944725
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,21,3.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,22,87.0,-47.0,-21.461187214611872
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,23,172.0,84.0,32.55813953488372
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,24,198.0,190.0,92.6829268292683
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,25,20.0,0.0,0.0
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,26,65.0,-2.0,-1.5384615384615385
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,27,55.0,1.0,0.9345794392523364
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,28,67.0,-46.0,-25.69832402234637
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,29,145.0,42.0,16.93548387096774
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,30,100.0,-6.0,-2.926829268292683
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,31,67.0,-67.0,-33.5
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,32,180.0,3.0,0.8403361344537815
scale,scale_g19_r2,clue_g19,19,2,CBAA,0.1,36,grid_cells,ideal,,33,53.0,1.0,0.970873786407767
