condition_index,condition_id,suite,environment,runner,grid_size,grid_cells,robot_count,target_count,pair_key,algorithm_key,algorithm_name,algorithm_import,top_k_rate,top_k_max_cells,top_k_basis,comm_label,comm_model,comm_level,scenario_file,scenario_sha256,seed,num_trials,out_dir,working_directory,weight,command
275,comm_g19_r4_rayleigh_drop025_hipc_topk005,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,hipc,HIPC,benchmark_sim.algorithms.HIPC:HIPCAllocator,0.05,18,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\hipc\topk_005,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,38,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\hipc\\topk_005"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_hipc_topk005"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.05"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
276,comm_g19_r4_rayleigh_drop025_dmchba_topk100,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,dmchba,DMCHBA,benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator,1,361,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\dmchba\topk_100,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,102,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\dmchba\\topk_100"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_dmchba_topk100"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""1"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
277,comm_g19_r4_rayleigh_drop025_dmchba_topk075,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,dmchba,DMCHBA,benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator,0.75,271,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\dmchba\topk_075,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,98,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\dmchba\\topk_075"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_dmchba_topk075"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.75"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
278,comm_g19_r4_rayleigh_drop025_dmchba_topk050,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,dmchba,DMCHBA,benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator,0.5,181,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\dmchba\topk_050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,95,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\dmchba\\topk_050"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_dmchba_topk050"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.5"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
279,comm_g19_r4_rayleigh_drop025_dmchba_topk025,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,dmchba,DMCHBA,benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator,0.25,90,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\dmchba\topk_025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,91,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\dmchba\\topk_025"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_dmchba_topk025"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.25"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
280,comm_g19_r4_rayleigh_drop025_dmchba_topk010,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,dmchba,DMCHBA,benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator,0.1,36,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\dmchba\topk_010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,89,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\dmchba\\topk_010"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_dmchba_topk010"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.1"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
281,comm_g19_r4_rayleigh_drop025_dmchba_topk005,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,dmchba,DMCHBA,benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator,0.05,18,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\dmchba\topk_005,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,88,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\dmchba\\topk_005"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_dmchba_topk005"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.05"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
282,comm_g19_r4_rayleigh_drop025_dga_topk100,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,dga,DGA,benchmark_sim.algorithms.DGA:DGAAllocator,1,361,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\dga\topk_100,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,122,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\dga\\topk_100"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_dga_topk100"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""1"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
283,comm_g19_r4_rayleigh_drop025_dga_topk075,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,dga,DGA,benchmark_sim.algorithms.DGA:DGAAllocator,0.75,271,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\dga\topk_075,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,118,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\dga\\topk_075"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_dga_topk075"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.75"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
284,comm_g19_r4_rayleigh_drop025_dga_topk050,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,dga,DGA,benchmark_sim.algorithms.DGA:DGAAllocator,0.5,181,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\dga\topk_050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,115,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\dga\\topk_050"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_dga_topk050"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.5"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
285,comm_g19_r4_rayleigh_drop025_dga_topk025,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,dga,DGA,benchmark_sim.algorithms.DGA:DGAAllocator,0.25,90,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\dga\topk_025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,111,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\dga\\topk_025"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_dga_topk025"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.25"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
286,comm_g19_r4_rayleigh_drop025_dga_topk010,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,dga,DGA,benchmark_sim.algorithms.DGA:DGAAllocator,0.1,36,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\dga\topk_010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,109,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\dga\\topk_010"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_dga_topk010"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.1"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
