trial_label,algorithm,trial_number,variant,target_location,source_episode,match_status,review_flag,review_reasons,match_method,robot_count,robot_ids,source_batches,source_config_sequences,top_k_rate,top_k_max_cells,drop_rate,trial_mode,commitment_horizon,logic_revision,scenario_sha256,source_structural_repair_rows,total_steps,avg_steps_per_robot,max_steps_any_robot,total_msgs_sent,total_msgs_received,message_receive_to_send_pct,total_bytes_sent,total_bytes_received,avg_trial_time_ms,total_trial_time_ms,min_trial_time_ms,max_trial_time_ms,trial_time_range_ms,trial_time_relative_range_pct,avg_motor_time_ms,total_motor_time_ms,avg_compute_time_ms,total_compute_time_ms,total_candidate_filter_calls,total_filter_time_us,avg_filter_time_per_call_us,max_filter_time_us,total_allocator_calls,total_allocator_solve_time_us,total_allocator_time_us,avg_allocator_time_per_call_us,max_allocator_time_us,avg_robot_allocator_time_pct,combined_allocator_time_pct_of_trial,weighted_mean_step_time_ms,avg_cpu_util_pct,max_cpu_util_pct,max_mem_used_peak,min_mem_free_min,total_task_cell_replans,total_path_replans,total_collision_prevention_events,total_topic_1_sent,total_topic_1_received,total_topic_2_sent,total_topic_2_received,total_topic_3_sent,total_topic_3_received,total_topic_4_sent,total_topic_4_received,total_topic_5_sent,total_topic_5_received
DMCHBA 1,DMCHBA,1,,5/9,4,matched,no,,algorithm_target_exact,4,00;01;02;03,initial_recovery,1,0.05,18,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,44,11,12,95,285,300.0,821,3033,19557.25,78229.0,19409.0,19654.0,245.0,1.2527323626788018,12167.0,48668.0,7390.25,29561.0,4,990794.0,247698.5,266931.0,7,2549834.0,3549902.0,507128.85714285716,909981.0,4.538026,4.537833795651229,1777.9318181818182,12.0,12.0,227616,1872,0,0,0,43,129,47,141,0,0,4,12,1,3
DMCHBA 2,DMCHBA,2,,7/2,53,matched,no,,algorithm_target_exact,4,00;01;02;03,initial_recovery,1,0.05,18,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,60,15,17,133,390,293.23308270676694,1121,4062,29399.75,117599.0,28597.0,30415.0,1818.0,6.18372605209228,16900.75,67603.0,12499.0,49996.0,10,1302855.0,130285.5,137402.0,13,4779208.0,6110853.0,470065.6153846154,944735.0,5.13566025,5.196347758059168,1959.9833333333333,15.0,18.0,229280,288,0,3,1,59,174,65,189,0,0,8,24,1,3
DMCHBA 3,DMCHBA,3,,3/11,232,matched_review,yes,duplicate_rows_duration_cluster_selected:range_ms=421,minimum_four_robot_trial_time_range,4,00;01;02;03,initial_recovery,1,0.05,18,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,29,7.25,8,65,195,300.0,570,2100,14214.25,56857.0,14002.0,14423.0,421.0,2.961816486976098,8556.25,34225.0,5658.0,22632.0,4,1283650.0,320912.5,336648.0,6,2668402.0,3960171.0,660028.5,1015300.0,6.965203499999999,6.965142374729585,1960.5862068965516,14.5,15.0,227680,1888,0,0,0,28,84,32,96,0,0,4,12,1,3
DMCHBA 4,DMCHBA,4,,5/4,394,matched,no,,algorithm_target_exact,4,00;01;02;03,initial_recovery,1,0.05,18,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,317,79.25,81,646,1938,300.0,6077,22107,122953.0,491812.0,122664.0,123089.0,425.0,0.3456605369531447,84303.25,337213.0,38649.75,154599.0,10,537522.0,53752.2,67993.0,14,4785902.0,5351997.0,382285.5,854041.0,1.08934825,1.0882200922303644,1551.4574132492114,7.5,9.0,226816,2752,0,0,0,317,951,320,960,0,0,8,24,1,3
DMCHBA 5,DMCHBA,5,,13/16,473,matched,no,,algorithm_target_exact,4,00;01;02;03,initial_recovery,1,0.05,18,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,78,19.5,20,163,485,297.5460122699387,1542,5553,31232.25,124929.0,31002.0,31379.0,377.0,1.2070856246347925,20743.25,82973.0,10489.0,41956.0,4,1534860.0,383715.0,406619.0,4,3084506.0,4624452.0,1156113.0,1184315.0,3.70162975,3.7016641452344934,1601.6538461538462,9.75,10.0,226672,2896,0,0,0,77,230,81,240,0,0,4,12,1,3
HIPC 1,HIPC,1,,5/9,4,matched,no,,algorithm_target_exact,4,00;01;02;03,initial_recovery,2,0.1,36,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,44,11,13,113,333,294.69026548672565,1519,5175,22476.5,89906.0,22132.0,23291.0,1159.0,5.156496785531555,12315.0,49260.0,10161.5,40646.0,5,5833913.0,1166782.6,1499650.0,5,5962930.0,11825493.0,2365098.6,2684454.0,13.201978,13.153174426623362,2043.3181818181818,20.25,28.0,229024,464,0,0,0,43,126,47,138,18,54,4,12,1,3
HIPC 2,HIPC,2,,7/2,53,matched,no,,operator_validated_capture_batch_exact,4,00;01;02;03,completed_trials,1,0.1,36,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,50,12.5,15,149,444,297.9865771812081,2343,7887,28445.25,113781.0,28294.0,28697.0,403.0,1.4167567520060467,13597.0,54388.0,14848.25,59393.0,10,3750521.0,375052.1,422323.0,10,11898741.0,15759343.0,1575934.3,1663362.0,13.85258425,13.850592805477188,2275.62,23.5,32.0,220256,9312,0,3,1,49,147,57,168,34,102,8,24,1,3
HIPC 3,HIPC,3,,3/11,232,matched_review,yes,robot_trial_time_range_gt_10pct:10.97%,algorithm_target_exact,4,00;01;02;03,completed_trials,1,0.1,36,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,28,7,9,82,234,285.3658536585366,1354,4182,17524.75,70099.0,16735.0,18658.0,1923.0,10.973052397323785,7775.25,31101.0,9749.5,38998.0,6,11809023.0,1968170.5,2168175.0,6,7063259.0,18912040.0,3152006.6666666665,3371017.0,26.712845,26.979043923593775,2503.535714285714,33.25,44.0,217232,12336,0,0,0,27,81,31,87,19,51,4,12,1,3
HIPC 4,HIPC,4,,5/4,394,matched,no,,algorithm_target_exact,4,00;01;02;03,completed_trials,1,0.1,36,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,298,74.5,77,619,1857,300.0,6194,22296,114651.0,458604.0,114570.0,114779.0,209.0,0.1822923480824415,78655.5,314622.0,35995.5,143982.0,4,535482.0,133870.5,140114.0,4,4756114.0,5322262.0,1330565.5,1406364.0,1.161287,1.160535451064535,1538.9395973154362,7.75,10.0,229248,240,0,0,0,297,891,301,903,12,36,8,24,1,3
HIPC 5,HIPC,5,,13/16,473,matched,no,,algorithm_target_exact,4,00;01;02;03,completed_trials,1,0.1,36,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,103,25.75,30,244,714,292.62295081967216,3502,11451,50368.0,201472.0,49488.0,52539.0,3051.0,6.057417407878018,27614.0,110456.0,22754.0,91016.0,10,20045762.0,2004576.2,2278448.0,10,12130446.0,32290721.0,3229072.1,3444297.0,16.01556975,16.027398844504447,1956.0388349514562,22.75,26.0,220224,9264,0,0,0,102,303,106,312,31,84,4,12,1,3
PI 1,PI,1,,5/9,4,matched,no,,algorithm_target_exact,4,00;01;02;03,completed_trials,3,0.1,36,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,49,12.25,14,143,417,291.6083916083916,2240,7170,26801.5,107206.0,26431.0,27866.0,1435.0,5.354177937801988,13695.5,54782.0,13106.0,52424.0,10,12101992.0,1210199.2,1307462.0,10,4258215.0,19567636.0,1956763.6,2077997.0,18.2247025,18.25237020316027,2187.877551020408,25.0,29.0,225184,4384,1,0,0,48,144,52,153,38,105,4,12,1,3
PI 2,PI,2,,7/2,53,matched,no,,algorithm_target_exact,4,00;01;02;03,completed_trials,1,0.1,36,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,49,12.25,14,149,447,300.0,2519,8451,24848.0,99392.0,24699.0,24994.0,295.0,1.1872182871860915,13376.0,53504.0,11472.0,45888.0,12,4071236.0,339269.6666666667,403313.0,12,4533869.0,12502412.0,1041867.6666666666,1170872.0,12.601704250000001,12.578891661300709,2028.408163265306,21.0,28.0,224432,5136,2,0,0,48,144,51,153,45,135,4,12,1,3
PI 3,PI,3,,3/11,232,matched,no,,algorithm_target_exact,4,00;01;02;03,completed_trials,1,0.1,36,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,42,10.5,15,147,441,300.0,3053,10041,29558.75,118235.0,29473.0,29648.0,175.0,0.5920412737345118,12021.0,48084.0,17537.75,70151.0,15,26385607.0,1759040.4666666666,1932079.0,15,5146390.0,36401562.0,2426770.8,2673903.0,30.769355,30.78746733200829,2815.1190476190477,37.0,45.0,228432,1136,2,1,1,41,123,46,138,55,165,4,12,1,3
PI 4,PI,4,,5/4,394,matched,no,,algorithm_target_exact,4,00;01;02;03,completed_trials,1,0.1,36,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,283,70.75,73,604,1799,297.84768211920533,6350,22186,110251.5,441006.0,110020.0,110787.0,767.0,0.6956821449141282,75913.5,303654.0,34338.0,137352.0,7,957119.0,136731.2857142857,152351.0,7,2828081.0,6052638.0,864662.5714285715,926013.0,1.3719832,1.372461599161916,1558.3250883392227,7.5,8.0,228528,1040,4,0,0,283,849,286,854,26,69,8,24,1,3
PI 5,PI,5,,13/16,473,matched,no,,algorithm_target_exact,4,00;01;02;03,completed_trials,1,0.1,36,0.0,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,0,116,29,32,302,888,294.03973509933775,4912,15855,60283.0,241132.0,59813.0,61383.0,1570.0,2.6043826617786108,31524.0,126096.0,28759.0,115036.0,15,30978962.0,2065264.1333333333,2476246.0,15,6271567.0,42120655.0,2808043.6666666665,3242514.0,17.4451375,17.46788273642652,2078.7241379310344,24.5,27.0,214800,14768,1,0,0,115,345,119,351,59,165,8,24,1,3
