trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,top_k_rate,top_k_max_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,debug_max_events,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
10,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,340,29,311,297,47,0,0,0,838,2513,0,,374,464,726,112,780,112,0.0,2.8215488215488214,2.508038585209003,0.32941176470588235,0.36012861736334406,0.3771043771043771,clue:12;collision_intent:373;hipc_clear_bundle:30;hipc_entry:82;state:340;target:1,118,287,0.1557239057239057,2537,4273.111344000002,25.846491,1208.8653429999997,16.036534,2510,3064.246001000002,25.302258
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,249,82,167,223,30,0,0,0,644,1929,0,,283,361,536,108,479,108,0.0,2.8878923766816142,2.8682634730538923,0.43373493975903615,0.6467065868263473,0.484304932735426,clue:4;collision_intent:282;hipc_clear_bundle:29;hipc_entry:79;state:249;target:1,71,194,0.041479820627802644,825,1411.4474709999995,42.298987,357.75637199999994,16.510128,744,1053.6910990000001,41.601848
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,298,137,161,264,38,0,0,0,730,2190,0,,330,400,640,90,456,90,0.0,2.765151515151515,2.8322981366459627,0.30201342281879195,0.5590062111801242,0.3409090909090909,clue:12;collision_intent:329;hipc_clear_bundle:28;hipc_entry:62;state:298;target:1,94,228,0.11174242424242431,1457,1949.679294,40.276742,512.2076740000001,16.596877,1322,1437.4716200000003,39.695675
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,50,7,43,45,9,0,0,0,139,413,0,,59,80,117,22,124,22,0.0,3.088888888888889,2.883720930232558,0.44,0.5116279069767442,0.4888888888888889,clue:8;collision_intent:58;hipc_clear_bundle:5;hipc_entry:17;state:50;target:1,29,78,0.4722222222222223,307,642.2433259999999,18.109817,102.88275000000002,12.328462,300,539.3605759999998,17.755295
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,140,94,46,140,4,0,0,0,314,940,0,,145,169,297,17,126,17,0.0,2.242857142857143,2.739130434782609,0.12142857142857143,0.3695652173913043,0.12142857142857143,clue:12;collision_intent:144;hipc_clear_bundle:1;hipc_entry:16;state:140;target:1,66,151,0.21785714285714275,557,817.679873,17.889286,167.73950800000003,16.583622,465,649.9403649999999,17.319868
15,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,31,29,2,35,0,0,0,0,72,213,0,,35,37,70,2,14,2,0.0,2.057142857142857,7.0,0.06451612903225806,1.0,0.05714285714285714,clue:4;collision_intent:34;hipc_entry:2;state:31;target:1,10,24,0.06428571428571428,51,45.581753000000006,1.991027,7.2070289999999995,0.396445,24,38.374724,1.667195
16,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,failed,RuntimeError,Debug safety cap reached in trial 16. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
17,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,47,11,36,44,7,0,0,0,136,404,0,,57,79,112,24,114,24,0.0,3.090909090909091,3.1666666666666665,0.5106382978723404,0.6666666666666666,0.5454545454545454,clue:8;collision_intent:56;hipc_clear_bundle:6;hipc_entry:18;state:47;target:1,18,54,0.2727272727272727,222,423.13590699999986,2.55973,67.891117,0.8615,213,355.24479,2.196985
18,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,169,49,120,160,13,0,0,0,406,1215,0,,181,225,358,48,308,48,0.0,2.5375,2.566666666666667,0.28402366863905326,0.4,0.3,clue:8;collision_intent:180;hipc_clear_bundle:8;hipc_entry:40;state:169;target:1,58,141,0.1937500000000001,939,1649.5138980000002,25.84496,305.1159899999999,8.196855,892,1344.397908,25.448293
19,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,72,22,50,72,4,0,0,0,178,531,0,,79,99,159,19,134,19,0.0,2.4722222222222223,2.68,0.2638888888888889,0.38,0.2638888888888889,clue:8;collision_intent:78;hipc_clear_bundle:2;hipc_entry:17;state:72;target:1,38,94,0.3680555555555556,466,885.954398,25.820244,121.96899499999996,0.63934,446,763.985403,25.570116
20,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,40,40,0,44,0,0,0,0,81,239,0,,41,40,81,0,0,0,0.0,1.8409090909090908,0.0,0.0,0.0,0.0,collision_intent:40;state:40;target:1,10,21,0.0,38,1.5175720000000001,0.116584,1.5175720000000001,0.116584,0,0.0,0.0
21,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,47,4,43,44,7,0,0,0,140,416,0,,57,83,112,28,132,28,0.0,3.1818181818181817,3.0697674418604652,0.5957446808510638,0.6511627906976745,0.6363636363636364,clue:8;collision_intent:56;hipc_clear_bundle:8;hipc_entry:20;state:47;target:1,27,70,0.4318181818181819,303,579.4161080000001,3.629209,90.48190100000001,0.548423,299,488.93420699999996,3.295875
22,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,failed,RuntimeError,Debug safety cap reached in trial 22. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
23,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,32,20,12,35,1,0,0,0,79,234,0,,37,42,73,6,39,6,0.0,2.257142857142857,3.25,0.1875,0.5,0.17142857142857143,clue:4;collision_intent:36;hipc_clear_bundle:1;hipc_entry:5;state:32;target:1,13,33,0.1785714285714286,117,186.577448,2.099399,25.795063,0.356247,99,160.782385,1.752369
24,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,128,31,97,119,13,0,0,0,314,940,0,,140,174,276,38,251,38,0.0,2.638655462184874,2.5876288659793816,0.296875,0.3917525773195876,0.31932773109243695,clue:8;collision_intent:139;hipc_clear_bundle:8;hipc_entry:30;state:128;target:1,57,137,0.30042016806722693,557,954.50667,17.978271,181.85535700000003,16.642729,527,772.6513129999998,1.786418
25,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,55,55,0,59,0,0,0,0,111,330,0,,56,55,111,0,0,0,0.0,1.88135593220339,0.0,0.0,0.0,0.0,collision_intent:55;state:55;target:1,14,29,0.012711864406779627,53,2.0672010000000003,0.127912,2.0672010000000003,0.127912,0,0.0,0.0
26,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,57,57,0,61,0,0,0,0,115,343,0,,58,57,115,0,0,0,0.0,1.8852459016393444,0.0,0.0,0.0,0.0,collision_intent:57;state:57;target:1,15,31,0.012295081967213184,55,2.131143,0.108039,2.131143,0.108039,0,0.0,0.0
27,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,96,96,0,100,0,0,0,0,193,577,0,,97,96,193,0,0,0,0.0,1.93,0.0,0.0,0.0,0.0,collision_intent:96;state:96;target:1,24,49,0.0,94,3.3650420000000003,0.107335,3.3650420000000003,0.107335,0,0.0,0.0
28,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,16,16,0,20,0,0,0,0,33,95,0,,17,16,33,0,0,0,0.0,1.65,0.0,0.0,0.0,0.0,collision_intent:16;state:16;target:1,4,9,0.0,14,0.690895,0.112712,0.690895,0.112712,0,0.0,0.0
29,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,133,62,71,126,11,0,0,0,310,929,0,,142,168,283,27,185,27,0.0,2.4603174603174605,2.6056338028169015,0.20300751879699247,0.38028169014084506,0.21428571428571427,clue:8;collision_intent:141;hipc_clear_bundle:5;hipc_entry:22;state:133;target:1,47,109,0.1785714285714286,724,1125.1513250000003,3.928954,204.042058,1.299731,663,921.1092669999998,3.44806
30,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,369,252,117,338,35,2,0,0,807,2419,0,,380,427,761,46,303,46,0.0,2.3875739644970415,2.58974358974359,0.12466124661246612,0.39316239316239315,0.13609467455621302,clue:12;collision_intent:379;hipc_clear_bundle:7;hipc_entry:39;state:369;target:1,137,301,0.1375739644970415,1207,927.0425130000003,1.31602,337.708756,0.54189,968,589.3337570000001,0.850295
31,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,286,28,258,245,45,0,0,0,680,2037,0,,305,375,607,73,624,73,0.0,2.7755102040816326,2.4186046511627906,0.25524475524475526,0.28294573643410853,0.2979591836734694,clue:16;collision_intent:304;hipc_clear_bundle:15;hipc_entry:58;state:286;target:1,115,277,0.1724489795918367,2024,3197.6956410000016,17.846762,827.856841,16.569207,1998,2369.838799999999,17.357483
32,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,226,133,93,200,30,0,0,0,513,1537,0,,240,273,474,39,247,39,0.0,2.565,2.6559139784946235,0.17256637168141592,0.41935483870967744,0.195,clue:8;collision_intent:239;hipc_clear_bundle:10;hipc_entry:29;state:226;target:1,96,220,0.19999999999999996,874,1146.1333819999995,41.731262,284.109016,40.491856,743,862.0243659999999,17.253212
33,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,15,0,15,19,0,0,0,0,63,186,0,,21,42,44,19,63,19,0.0,3.3157894736842106,4.2,1.2666666666666666,1.2666666666666666,1.0,clue:8;collision_intent:20;hipc_clear_bundle:7;hipc_entry:12;state:15;target:1,7,24,0.2763157894736843,64,125.52441300000001,2.190185,18.03204,0.443484,64,107.49237299999999,1.801873
34,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,152,97,55,148,8,0,0,0,339,1015,0,,159,180,319,20,145,20,0.0,2.2905405405405403,2.6363636363636362,0.13157894736842105,0.36363636363636365,0.13513513513513514,clue:8;collision_intent:158;hipc_clear_bundle:3;hipc_entry:17;state:152;target:1,67,150,0.20945945945945943,645,854.4700870000001,1.791024,155.88368799999998,0.4343,549,698.5863989999998,1.417465
35,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,92,39,53,91,5,0,0,0,226,675,0,,103,123,199,27,147,27,0.0,2.4835164835164836,2.7735849056603774,0.29347826086956524,0.5094339622641509,0.2967032967032967,clue:4;collision_intent:102;hipc_clear_bundle:6;hipc_entry:21;state:92;target:1,30,75,0.1785714285714286,355,630.449681,17.96304,111.224761,16.371837,317,519.2249199999999,17.622251
36,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,HIPC,ideal,1.0,19,361,0.002770083102493075,1,4,,,bayesian_hipc_fixed_k1_k1,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,6,6,0,10,0,0,0,0,13,35,0,,7,6,13,0,0,0,0.0,1.3,0.0,0.0,0.0,0.0,collision_intent:6;state:6;target:1,2,5,0.10000000000000009,6,0.40354500000000004,0.123047,0.40354500000000004,0.123047,0,0.0,0.0
