trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,top_k_rate,top_k_max_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic
5,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,100,69,86,15,2,0,0,461,1376,0,102,359,206,255,399,acbba_entry:255;clue:4;collision_intent:101;state:100;target:1
5,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,97,67,84,14,6,0,0,461,1375,0,101,360,202,259,401,acbba_entry:259;clue:4;collision_intent:101;state:97
5,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,02,98,67,66,33,6,2,2,476,1360,0,104,372,206,270,414,acbba_entry:270;clue:4;collision_intent:104;state:98
5,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,03,78,48,48,31,12,0,0,439,1397,0,90,349,172,267,379,acbba_entry:267;clue:4;collision_intent:90;state:78
6,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,19,14,20,0,2,0,0,105,295,0,20,85,40,65,95,acbba_entry:65;clue:1;collision_intent:19;state:19;target:1
6,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,17,12,18,0,1,0,0,98,301,0,18,80,36,62,88,acbba_entry:62;clue:1;collision_intent:18;state:17
6,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,02,18,12,18,1,0,0,0,105,293,0,18,87,37,68,93,acbba_entry:68;clue:1;collision_intent:18;state:18
6,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,03,14,9,14,1,1,0,0,92,306,0,16,76,31,61,82,acbba_entry:61;clue:1;collision_intent:16;state:14
7,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,9,8,10,0,0,0,0,57,185,0,10,47,21,36,54,acbba_entry:36;clue:2;collision_intent:10;state:9
7,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,10,9,11,0,1,1,1,63,179,0,11,52,23,40,61,acbba_entry:40;clue:2;collision_intent:11;state:10
7,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,02,9,7,10,0,0,0,0,60,183,0,10,50,21,39,56,acbba_entry:39;clue:2;collision_intent:10;state:9
7,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,03,10,9,7,4,3,2,1,63,180,0,13,50,25,38,61,acbba_entry:38;clue:2;collision_intent:12;state:10;target:1
8,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,76,67,69,8,4,0,0,408,1270,0,81,327,161,247,390,acbba_entry:247;clue:4;collision_intent:81;state:76
8,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,79,71,60,20,6,1,1,433,1245,0,87,346,170,263,417,acbba_entry:263;clue:4;collision_intent:86;state:79;target:1
8,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,02,82,73,65,18,1,1,1,425,1250,0,86,339,172,253,407,acbba_entry:253;clue:4;collision_intent:86;state:82
8,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,03,73,65,53,21,11,2,2,412,1266,0,84,328,161,251,396,acbba_entry:251;clue:4;collision_intent:84;state:73
9,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,1,1,2,0,0,0,0,7,15,0,2,5,4,3,7,acbba_entry:3;clue:1;collision_intent:1;state:1;target:1
9,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,0,0,1,0,0,0,0,5,16,0,1,4,2,3,5,acbba_entry:3;clue:1;collision_intent:1
9,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,02,0,0,1,0,0,0,0,5,17,0,1,4,2,3,5,acbba_entry:3;clue:1;collision_intent:1
9,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,03,0,0,1,0,0,0,0,5,16,0,1,4,2,3,5,acbba_entry:3;clue:1;collision_intent:1
10,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,73,66,59,15,6,0,0,418,1265,0,73,345,149,269,404,acbba_entry:269;clue:3;collision_intent:73;state:73
10,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,73,66,56,18,6,0,0,424,1261,0,77,347,153,271,410,acbba_entry:271;clue:3;collision_intent:76;state:73;target:1
10,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,02,70,62,64,7,7,0,0,428,1256,0,73,355,146,282,412,acbba_entry:282;clue:3;collision_intent:73;state:70
10,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,03,61,54,57,5,17,0,0,415,1268,0,68,347,132,283,401,acbba_entry:283;clue:3;collision_intent:68;state:61
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,84,64,62,23,1,1,1,413,1221,0,88,325,174,239,373,acbba_entry:239;clue:2;collision_intent:87;state:84;target:1
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,78,58,70,9,5,0,0,405,1229,0,83,322,163,242,364,acbba_entry:242;clue:2;collision_intent:83;state:78
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,02,80,59,64,17,4,0,0,405,1228,0,85,320,167,238,363,acbba_entry:238;clue:2;collision_intent:85;state:80
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,03,74,53,52,23,12,3,3,411,1222,0,85,326,161,250,369,acbba_entry:250;clue:2;collision_intent:85;state:74
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,39,4,40,0,0,0,0,95,304,0,39,56,79,16,25,acbba_entry:16;clue:1;collision_intent:39;state:39
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,40,6,40,1,0,0,0,97,301,0,40,57,81,16,29,acbba_entry:16;clue:1;collision_intent:40;state:40
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,02,38,4,38,1,2,0,0,101,299,0,40,61,79,22,33,acbba_entry:22;clue:1;collision_intent:40;state:38
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,03,38,4,39,0,2,0,0,107,293,0,41,66,80,27,39,acbba_entry:27;clue:1;collision_intent:40;state:38;target:1
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,18,16,18,1,2,0,0,123,355,0,21,102,41,82,119,acbba_entry:82;clue:2;collision_intent:21;state:18
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,19,18,18,2,3,0,0,113,366,0,19,94,40,73,110,acbba_entry:73;clue:2;collision_intent:19;state:19
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,02,18,16,16,3,5,0,0,120,358,0,19,101,39,81,116,acbba_entry:81;clue:2;collision_intent:19;state:18
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,03,19,17,18,2,3,0,0,124,356,0,20,104,41,83,120,acbba_entry:83;clue:2;collision_intent:19;state:19;target:1
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,00,36,12,35,2,1,0,0,127,383,0,36,91,75,52,79,acbba_entry:52;clue:3;collision_intent:36;state:36
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,01,36,13,36,1,0,0,0,126,385,0,37,89,76,50,80,acbba_entry:50;clue:3;collision_intent:36;state:36;target:1
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,02,36,12,34,3,2,0,0,137,373,0,39,98,78,59,89,acbba_entry:59;clue:3;collision_intent:39;state:36
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,03,33,10,32,2,2,0,0,121,388,0,35,86,71,50,75,acbba_entry:50;clue:3;collision_intent:35;state:33
