trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,top_k_rate,top_k_max_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,debug_max_events,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
11,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,316,82,234,248,72,22,4,4,1634,4900,0,,341,1293,665,969,1469,969,0.0,6.588709677419355,6.277777777777778,3.0664556962025316,4.141025641025641,3.907258064516129,acbba_entry:969;clue:8;collision_intent:340;state:316;target:1,84,413,0.056451612903225756,265,433.3995060000001,18.402409,182.017358,17.02089,184,251.38214800000003,17.367087
12,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,155,137,18,157,2,4,0,0,400,1197,0,,160,240,319,81,126,81,0.0,2.5477707006369426,7.0,0.5225806451612903,4.5,0.5159235668789809,acbba_entry:81;clue:4;collision_intent:159;state:155;target:1,40,107,0.011146496815286566,161,45.445308,1.889788,14.93284,0.663688,26,30.512468000000005,1.2261
13,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,74,7,67,70,8,13,0,0,480,1435,0,,79,401,161,319,465,319,0.0,6.857142857142857,6.940298507462686,4.3108108108108105,4.7611940298507465,4.557142857142857,acbba_entry:319;clue:8;collision_intent:78;state:74;target:1,19,124,0.021428571428571352,58,118.421137,2.499846,34.782869000000005,0.870688,51,83.63826800000001,1.797471
14,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,141,94,47,137,8,5,0,0,511,1529,0,,147,364,300,211,323,211,0.0,3.72992700729927,6.872340425531915,1.49645390070922,4.48936170212766,1.5401459854014599,acbba_entry:211;clue:12;collision_intent:146;state:141;target:1,36,137,0.02372262773722622,140,92.523004,2.105076,27.845619999999997,0.743556,48,64.677384,1.445196
15,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,44,29,15,48,0,3,0,0,150,449,0,,48,102,96,54,92,54,0.0,3.125,6.133333333333334,1.2272727272727273,3.6,1.125,acbba_entry:54;clue:4;collision_intent:47;state:44;target:1,12,39,0.03125,40,28.475841,2.335244,7.556981,0.690952,13,20.918860000000002,1.644292
16,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,424,41,383,298,130,44,2,2,2221,6659,0,,455,1766,895,1326,2139,1326,0.0,7.453020134228188,5.584856396866841,3.1273584905660377,3.462140992167102,4.449664429530201,acbba_entry:1326;clue:16;collision_intent:454;state:424;target:1,115,568,0.06208053691275173,402,817.779873,2.620065,453.830292,1.968281,363,363.94958099999997,1.593671
17,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,51,11,40,54,1,6,0,0,322,963,0,,57,265,116,206,300,206,0.0,5.962962962962963,7.5,4.03921568627451,5.15,3.814814814814815,acbba_entry:206;clue:8;collision_intent:56;state:51;target:1,14,87,0.06481481481481488,48,111.980097,18.221936,30.717259999999996,8.242423,39,81.26283699999999,17.699939
18,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,144,49,95,136,12,17,4,4,778,2330,0,,160,618,312,466,680,466,0.0,5.720588235294118,7.157894736842105,3.236111111111111,4.905263157894737,3.426470588235294,acbba_entry:466;clue:8;collision_intent:159;state:144;target:1,39,197,0.09558823529411775,136,190.55679199999997,2.393866,64.58936399999999,1.038459,89,125.967428,1.605574
19,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,109,22,87,103,10,17,1,1,658,1971,0,,121,537,246,412,614,412,0.0,6.388349514563107,7.057471264367816,3.779816513761468,4.735632183908046,4.0,acbba_entry:412;clue:16;collision_intent:120;state:109;target:1,28,168,0.06067961165048552,102,180.712702,2.519718,57.691238,1.027963,82,123.021464,1.733186
20,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,40,40,0,44,0,0,0,0,81,239,0,,41,40,81,0,0,0,0.0,1.8409090909090908,0.0,0.0,0.0,0.0,collision_intent:40;state:40;target:1,10,21,0.0,38,1.3895520000000001,0.109084,1.3895520000000001,0.109084,0,0.0,0.0
21,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,65,4,61,59,10,5,0,0,483,1446,0,,74,409,147,336,475,336,0.0,8.186440677966102,7.786885245901639,5.1692307692307695,5.508196721311475,5.694915254237288,acbba_entry:336;clue:8;collision_intent:73;state:65;target:1,17,129,0.03813559322033888,62,163.141717,17.716387,64.799465,16.058591,58,98.342252,3.95285
22,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,239,5,234,197,46,18,3,2,1481,4442,0,,255,1226,502,979,1470,979,0.0,7.517766497461929,6.282051282051282,4.096234309623431,4.183760683760684,4.969543147208122,acbba_entry:979;clue:8;collision_intent:254;state:239;target:1,66,381,0.10786802030456855,183,428.8190399999999,2.816891,184.707927,1.752194,177,244.11111299999993,1.980889
23,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,49,20,29,52,1,3,0,0,244,730,0,,52,192,105,139,204,139,0.0,4.6923076923076925,7.0344827586206895,2.836734693877551,4.793103448275862,2.673076923076923,acbba_entry:139;clue:4;collision_intent:51;state:49;target:1,13,64,0.0,39,117.566169,26.512262,13.483225000000001,0.806147,21,104.08294400000001,25.821279
24,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,123,31,92,110,17,11,0,0,749,2244,0,,131,618,262,487,686,487,0.0,6.8090909090909095,7.456521739130435,3.959349593495935,5.293478260869565,4.427272727272728,acbba_entry:487;clue:8;collision_intent:130;state:123;target:1,33,191,0.06818181818181812,130,322.963678,26.761661,120.64094,25.270259,100,202.32273799999996,17.579271
25,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,55,55,0,59,0,0,0,0,111,330,0,,56,55,111,0,0,0,0.0,1.88135593220339,0.0,0.0,0.0,0.0,collision_intent:55;state:55;target:1,14,29,0.012711864406779627,53,1.653317,0.095773,1.653317,0.095773,0,0.0,0.0
26,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,57,57,0,61,0,0,0,0,115,343,0,,58,57,115,0,0,0,0.0,1.8852459016393444,0.0,0.0,0.0,0.0,collision_intent:57;state:57;target:1,15,31,0.012295081967213184,55,1.685408,0.100509,1.685408,0.100509,0,0.0,0.0
27,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,96,96,0,100,0,0,0,0,193,577,0,,97,96,193,0,0,0,0.0,1.93,0.0,0.0,0.0,0.0,collision_intent:96;state:96;target:1,24,49,0.0,94,2.7823969999999996,0.098973,2.7823969999999996,0.098973,0,0.0,0.0
28,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,16,16,0,20,0,0,0,0,33,95,0,,17,16,33,0,0,0,0.0,1.65,0.0,0.0,0.0,0.0,collision_intent:16;state:16;target:1,4,9,0.0,14,0.603019,0.089693,0.603019,0.089693,0,0.0,0.0
29,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,226,62,164,188,42,16,2,2,1098,3290,0,,241,857,475,623,973,623,0.0,5.840425531914893,5.932926829268292,2.756637168141593,3.798780487804878,3.3138297872340425,acbba_entry:623;clue:8;collision_intent:240;state:226;target:1,60,283,0.07446808510638303,207,309.400932,2.391754,124.26785599999998,1.247059,146,185.133076,1.7704
30,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,371,252,119,327,48,12,1,1,1370,4106,0,,382,988,761,609,866,609,0.0,4.18960244648318,7.277310924369748,1.6415094339622642,5.117647058823529,1.8623853211009174,acbba_entry:609;clue:8;collision_intent:381;state:371;target:1,93,346,0.05428134556574915,344,160.422072,1.746913,88.056829,1.196468,105,72.36524299999999,0.84317
31,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,221,28,193,178,47,11,1,1,1288,3861,0,,235,1053,460,828,1232,828,0.0,7.235955056179775,6.383419689119171,3.746606334841629,4.290155440414508,4.651685393258427,acbba_entry:828;clue:4;collision_intent:234;state:221;target:1,56,327,0.0898876404494382,153,318.91185099999996,15.353207,127.28297599999999,1.638789,127,191.62887500000002,13.982249
32,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,169,133,36,166,7,8,3,2,525,1571,0,,177,348,350,175,259,175,0.0,3.1626506024096384,7.194444444444445,1.0355029585798816,4.861111111111111,1.0542168674698795,acbba_entry:175;clue:4;collision_intent:176;state:169;target:1,43,134,0.027108433734939652,176,79.89744499999999,2.002392,26.136213,0.74535,45,53.76123199999999,1.31928
33,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,17,0,17,21,0,2,0,0,137,407,0,,21,116,46,91,137,91,0.0,6.523809523809524,8.058823529411764,5.352941176470588,5.352941176470588,4.333333333333333,acbba_entry:91;clue:8;collision_intent:20;state:17;target:1,5,37,0.08333333333333326,18,40.5196,2.50023,9.159348999999999,0.678599,18,31.360250999999998,1.947194
34,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,208,97,111,181,31,20,5,4,968,2903,0,,231,737,447,521,774,521,0.0,5.348066298342541,6.972972972972973,2.5048076923076925,4.693693693693693,2.8784530386740332,acbba_entry:521;clue:8;collision_intent:230;state:208;target:1,53,245,0.012430939226519389,197,240.370015,18.14626,98.98403199999998,15.301401,101,141.38598299999998,17.416525
35,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,62,39,23,66,0,5,0,0,284,851,0,,65,219,135,149,205,149,0.0,4.303030303030303,8.91304347826087,2.403225806451613,6.478260869565218,2.257575757575758,acbba_entry:149;clue:8;collision_intent:64;state:62;target:1,16,77,0.015151515151515138,59,47.748941,2.349707,13.940748000000001,0.775204,21,33.808193,1.662596
36,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,6,6,0,10,0,0,0,0,13,35,0,,7,6,13,0,0,0,0.0,1.3,0.0,0.0,0.0,0.0,collision_intent:6;state:6;target:1,2,5,0.10000000000000009,6,0.348339,0.103996,0.348339,0.103996,0,0.0,0.0
37,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,364,78,286,284,84,39,3,3,2038,6110,0,,390,1648,770,1268,1881,1268,0.0,7.176056338028169,6.576923076923077,3.4835164835164836,4.433566433566433,4.464788732394366,acbba_entry:1268;clue:16;collision_intent:389;state:364;target:1,94,514,0.09330985915492951,320,598.615812,18.414826,297.470134,1.899036,243,301.145678,17.510282
38,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,ACBBA,ideal,1.0,19,361,0.01,4,4,,,bayesian_acbba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,completed,,,268,6,262,213,59,30,6,6,1532,4595,0,,289,1243,569,963,1520,963,0.0,7.192488262910798,5.801526717557252,3.593283582089552,3.6755725190839694,4.52112676056338,acbba_entry:963;clue:12;collision_intent:288;state:268;target:1,70,398,0.102112676056338,194,501.8131589999999,18.798428,196.861469,1.581191,188,304.95169000000004,17.300946
